No	大分類	中分類	国	産地	銘柄名	市販価格	バー価格	知名度	味わいタグ	検索タグ	ソフィーのセリフ	定番フラグ	ソフィーの推し	GPT_甘辛	GPT_ボディ	GPT_個性	GPT_第4軸	GPT_コスパ	GPT_評価根拠	Gemini_甘辛	Gemini_ボディ	Gemini_個性	Gemini_第4軸	Gemini_コスパ	Gemini_根拠	Claude_甘辛	Claude_ボディ	Claude_個性	Claude_第4軸	度数	マップ産地	製造元と創業年	銘柄誕生年	公式URL	鑑定評価(200字)	ソフィーの裏話	情報ソース、
612	日本酒	純米吟醸	日本	山口	"[山口] 東洋美人"	約1,800円	900円	3	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,ロマンチック,大人の夜,うんちく語れる	美祢の山里から届く東洋の美酒。その名の通り、上品で艶やかな甘みが夜を彩ります。			0.5	0.3	1.4	0.6	☆☆	香り系代表	1.1	0.3	1.7	0.2	☆	名前を裏切らない華やかさ。稲を磨き抜いた究極のフルーティー	0.5	0	1	0.5	0.155	"日本 / 山口県・萩"	澄川酒造場（1921年）	1990年代末（現行スタイル）	-	"「稲を愛する」と掲げ、米のポテンシャルを最大限に引き出す山口のカリスマ。澄川宜史氏が「十四代」での修行を経て復活させた。東洋美人は、イチゴやピーチを思わせる圧倒的な芳醇さと、とろけるような甘美な旨味が特徴。2013年の集中豪雨により壊滅的な被害を受けたが、全国のファンの支援により奇跡の復活を遂げた。「Asian Beauty」の名で海外でも絶賛される、現代日本酒の華麗なる象徴。"	プーチン大統領が絶賛したことでも有名です。まさに「東洋の美人」の名にふさわしい、艶やかで美しいお酒。一度味わうと、その魅力の虜になってしまうこと間違いなしです。	"SAKE Street、山口県酒造組合、"
613	日本酒	純米吟醸	日本	山形	"出羽桜 桜花"	約1,500円	800円	2	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,入門にぴったり,食中,ロマンチック,大人の夜,コスパ抜群	山形の花のような吟醸。桜花の名の通り、花びらが舞うような優しい甘みをどうぞ。	○		0.4	0.2	1.2	0.4	☆☆	吟醸普及の象徴	0.8	-0.2	1.6	-0.5	☆	吟醸酒ブームの火付け役。華やかに舞う花のような香り	0.5	-0.5	0.5	-0.5	0.15	"日本 / 山形県"	出羽桜酒造（1892年）	1980年	https://www.dewazakura.co.jp/	「日本酒に吟醸香を」というコンセプトで1980年に発売され、日本中に「吟醸酒ブーム」を巻き起こした歴史的名作。フルーティーな香りの先駆けとなった。リンゴや梨を思わせる華やかなアロマと、軽やかでフレッシュな飲み口が特徴。かつては蔵人の楽しみだった吟醸酒を、広く一般へと開放した功績は極めて大きい。国内外で数多くの賞を受賞し、今なお山形を代表する「世界の吟醸酒」としての地位を揺るぎないものにしている。	「桜の花」という名にふさわしく、春の訪れのような華やかさです。イギリスのハロッズで初めて販売された日本酒もこれ。世界に吟醸酒を教えた、誇り高き一本です。	出羽桜酒造公式サイト、Wikipedia、
614	日本酒	純米吟醸	日本	山形	"締め張る鶴 純"	約1,700円	800円	2	中口,ミディアムボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる	山形の蔵が誇る丁寧な造り。しめはりつるという響きも美しい、品格ある純米吟醸です。			-0.3	0.3	-0.1	0.5	☆	新潟旨味型	-0.2	0	0.4	-0.2	-	端正な造り。静かに寄り添う上品な旨味と綺麗な余韻	-0.5	-0.5	0.5	-0.5	0.15	"日本 / 新潟県"	宮尾酒造（1819年）	1819年（創業）	https://www.shimeharitsuru.co.jp/	新潟県村上市の老舗、宮尾酒造が手がける純米吟醸。「純」は同社の看板商品であり、新潟特有の淡麗さに加え、米の奥深い甘みと旨味をしっかりと残したスタイルが特徴。非常にキメが細かく、ビロードのような滑らかな口当たりと、喉を通り過ぎた後の穏やかな余韻が愉しめる。その高い完成度はプロの料理人からの評価が極めて高く、全国の和食の名店で長年定番として愛され続けている、信頼のマスターピース。	「〆（しめ）」は神聖な縄、張は「神に捧げる酒」という意味が込められています。静かで凛とした村上の自然が育んだ、まさに背筋が伸びるような美しさのお酒です。	宮尾酒造公式サイト、日本酒完全ガイド、
615	日本酒	純米吟醸	日本	島根	"[島根] 李白"	約1,600円	800円	3	中口,ミディアムボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる	詩仙・李白の名を冠する出雲の蔵。宍道湖の幸と共に育まれた、詩情ある一杯です。			0.1	0.2	0.5	0.4	無印	山陰バランス型	0	0.5	0.4	0.7	-	「酒仙」の名を冠する。奥深い複雑味と落ち着いた風情	0.5	0	0.5	0	0.155	"日本 / 島根県・松江"	李白酒造（1882年）	1882年（創業）	http://www.rihaku.co.jp/	詩仙・李白の名を冠し、「酒文化を伝える」ことを使命とする松江の名門。非常に知的な佇まいの酒質で、穏やかな香りと、お米の芯の強さを感じさせるドライな旨味が特徴。海外輸出の先駆者であり、早くから全米に「RIHAKU」の名を広めた。島根特有の「重厚な食文化」に寄り添う、しっかりとした骨格とキレを持つ。伝統的な造りを守りつつ、世界基準の「SAKE」として評価され続けている、信頼のブランド。	中国の詩人・李白は「詩一首に酒一斗」と言われるほどのお酒好き。そんな彼が飲んだらきっと筆が止まらなくなる、そんな想像をさせる知的な味がします。	李白酒造公式サイト、島根県酒造組合、
616	日本酒	純米吟醸	日本	広島	"[広島] 雨後の月"	約1,800円	900円	3	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,ロマンチック,大人の夜,うんちく語れる	雨上がりの月のように清らかな銘酒。安芸の海の幸に合う、瀬戸内の詩情を感じてください。			0.4	0.3	1	0.5	☆	広島吟醸代表	-0.1	0.2	1.2	0.3	☆	瀬戸内の美酒。洗練された香りと、一点の曇りもない清涼感	0.5	0	1	0.5	0.155	"日本 / 広島県・呉"	相原酒造（1875年）	1980年代末（現行ブランド）	http://www.ugonotsuki.com/	「雨上がりの空に輝く月のように、澄み切った酒」を目指して誕生。広島伝統の軟水醸造を極め、非常にきめ細やかで上品な酒質を実現。純米吟醸は、マスカットのような爽やかな香りと、滑らかなお米の旨味が完璧なバランスで調和している。最高級の山田錦を贅沢に使用。日本屈指の品質管理を誇り、コンペティションの常連である。広島らしい優しさと、現代的な透明感を併せ持つ、エレガントな地酒。	「うごのつき」と読みます。徳冨蘆花の随筆から取られたお名前なんです。雨が上がった後の、あの清々しい空気を吸い込んだ時のような、とても綺麗な味ですよ。	相原酒造公式サイト、広島県酒造組合、
617	日本酒	純米吟醸	日本	福井	"黒龍 純吟"	約1,500円	800円	2	やや辛口,ミディアムボディ,フルーティー,フローラル,ミネラル,余韻が長い,冷やして飲む	日本,誰でも知ってる定番,お酒好き向け,食中,大人の夜,歴史ある銘酒,うんちく語れる	福井が誇る黒龍蔵の純米吟醸。九頭竜川の伏流水が生む、均整の美をお楽しみください。	○		0.2	0.4	1.1	0.6	☆☆	北陸トップ群	0.1	0.4	0.6	1.2	☆☆	糸島産山田錦の良さを凝縮。シンプルで飽きない「究極の普通」	-0.5	0	-0.5	0.5	0.15	"日本 / 福井県"	黒龍酒造（1804年）	1804年（創業）	https://www.kokuryu.co.jp/	福井を代表する銘醸。「吟醸の黒龍」として名高く、大吟醸の商業化をいち早く手がけた先駆者である。純吟は、ライトでフルーティー、かつ黒龍らしい洗練された透明感を備えた一本。バナナや洋梨のような控えめながら品のある香りと、キレのある後味が特徴。皇室との縁も深く、格式高いイメージを保ちつつ、食中酒としての機能美を極限まで追求している。モダンな日本酒の理想像の一つ。	福井の九頭竜川（くずりゅうがわ）から名付けられた黒龍。その美しさは、まるで磨き抜かれたクリスタルのようです。お洒落なバーカウンターにも、この洗練された佇まいはよく映えます。	黒龍酒造公式サイト、SAKETIMES、
618	日本酒	純米吟醸	日本	福岡	"[福岡] 田中六五"	2,200円	900円	2	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる,物語のある一杯	糸島・白糸酒造が山田錦65%精米にこだわる傑作。六五という名の誠実さが旨みに出ます。			0.3	0.2	0.9	0.5	☆	福岡人気酒	0.1	0.4	0.6	1.2	-	"[福岡] 田中六五 純米吟醸・穏やかな旨みと酸のバランス"	0.5	0	0.5	0.5	15%前後	"日本 / 福岡県・糸島"	白糸酒造（1855年）	2009年	https://shiraito70.com/	最高級の山田錦の産地・糸島にある蔵。「田んぼの中にある蔵で、65%精米の山田錦で醸す」ことから名付けられた。伝統の「ハネ木搾り」という巨大な木製の天秤棒で搾る、非常に手間のかかる手法を現在も継続。田中六五は、バナナを思わせる穏やかな香りと、お米の生命力溢れる旨味、そして抜群のキレが特徴。余計なものを削ぎ落とした「究極の日常酒」として、現代の日本酒愛好家から圧倒的な支持を受ける。	「たなかろくじゅうご」と読みます。お米の美味しさを最大限に引き出すための、とても真面目なお酒です。お食事を選ばず、ずっと寄り添ってくれる、そんな誠実さが魅力ですね。	白糸酒造公式サイト、SAKETIMES、
619	日本酒	純米吟醸	日本	福岡	口説き上手	約1,600円	800円	3	甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,入門にぴったり,ロマンチック,乾杯・スタート,名前が面白い,見た目が映える	名前だけで場が和む魔法の酒。飲んでみれば、その甘やかさに確かに口説かれます。			0.5	0.3	1.4	0.6	☆☆	山形華やか系代表	1.2	0.4	1.7	0.5	-	名前の通り艶やかな香り。甘美でフルーティーな誘惑	0.5	0	0.5	0	0.16	"日本 / 山形県"	亀の井酒造（1875年）	1980年代	https://www.kudokijozu.com/	浮世絵のラベルが印象的な山形の人気銘柄。蔵元・今井俊治氏が、華やかな香りと甘味のある「艶やかな酒」を目指して立ち上げた。小川酵母（10号酵母）の魅力を最大限に引き出し、メロンのような芳醇な香りと、とろけるような滑らかな旨味が特徴。その名の通り、一口飲めば心奪われる（口説かれる）ような魅惑的なキャラクターを持ち、日本酒の「甘美な魅力」を広く知らしめた個性派。	名前を聞くとドキッとしますが、実は「戦国時代に周囲を説得して平和を築いた名将」への敬意から。お食事の席の雰囲気を和ませてくれる、魔法のようなお酒ですよ。	亀の井酒造公式サイト、
620	日本酒	純米吟醸	日本	福島	"写楽 純愛仕込"	約1,800円	900円	3	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,ロマンチック,大人の夜,うんちく語れる	福島・会津の若き蔵が醸す純愛。フルーティーで飲みやすく、日本酒ビギナーにも最高です。	○		0.4	0.4	1.3	0.7	☆☆	現代酒トップ群	0.5	0.4	1.1	0.6	☆	愛される味。フレッシュな果実味と米の甘みが絶妙	0.5	0	1	0.5	0.16	"日本 / 福島県"	宮泉銘醸（1954年）	2007年	http://www.miyaizumi.co.jp/	"福島県会津若松市の実力派。4代目が立ち上げた「寫樂（しゃらく）」は、SAKE COMPETITIONなどで幾度も首位を獲得した現代の傑作。「純愛仕込」は全量純米酒への愛を込めたシリーズ。米の甘み、フルーティーな香りに、福島らしい瑞々しさとキレのある酸が調和している。非常に高い完成度と安定感を誇り、現代の日本酒ファンが最も注目する銘柄の一つ。バランスの良さは食中酒として完璧に近い。"	「写楽」ではなく、旧字の「寫樂」が正解です。名前は江戸の浮世絵師から。ラベルの力強さに負けない、会津の情熱が詰まったフレッシュな味わいをお楽しみください。	"宮泉銘醸公式サイト、SAKE COMPETITION記録、"
621	日本酒	純米吟醸	日本	秋田	"[秋田] まんさくの花"	約1,700円	900円	3	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,ロマンチック,コスパ抜群	春一番に咲く黄色い花のような、明るくフルーティーな一本。横手の春を感じてください。			0.2	0.2	0.8	0.5	無印	秋田バランス型	0.2	0.3	0.8	0.4	-	「きれい、旨い、楽しい」。万人に愛される柔らかな質感	0.5	0	0.5	0	0.155	"日本 / 秋田県・横手"	日の丸醸造（1689年）	1981年	https://hinomaru-sake.com/	NHK連続テレビ小説「まんさくの花」の放映を記念して誕生。秋田県横手市の老舗蔵が手がける。非常にフルーティーで透明感のある香りと、お米の甘みが調和した「綺麗な秋田酒」を体現。純米吟醸は、雑味のない滑らかな口当たりと、品格のある余韻が特徴。季節ごとに異なるラベルを展開するなど、消費者を楽しませる工夫も多い。伝統の技を現代の感性で磨き上げた、優等生的な魅力を持つ一本。	秋田に春を告げる花「まんさく」。その名の通り、心がパッと明るくなるような爽やかな味わいです。いつ飲んでも安定した美味しさは、まさに信頼のブランドですね。	日の丸醸造公式サイト、秋田県酒造組合、
622	日本酒	純米吟醸	日本	秋田	"[秋田] 新政 Colors"	6,000円	2,400円	2	やや甘口,ライトボディ,フルーティー,フローラル,酸味が際立つ,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,玄人向け,大人の夜,物語のある一杯,うんちく語れる,話題になる一杯	新政が木桶仕込みで挑む実験的シリーズ。毎回異なる個性が、日本酒の無限の可能性を語ります。			0.7	0.4	1.6	0.6	☆☆	日本酒革新象徴	0.5	0.4	1.5	1.2	-	伝統と革新。木桶仕込みによる複雑な酸と唯一無二の世界	0.5	0	1.5	0.5	13%前後	"日本 / 秋田県・秋田市"	新政酒造（1852年）	2013年	http://www.aramasa.jp/	現代日本酒のカリスマ・佐藤祐輔氏が手がけるシリーズ。秋田の希少な土着品種（酒米）を、それぞれ「色」の名を冠したボトルで表現。秋田県産米、協会6号酵母、木桶仕込みという原点回帰の姿勢を貫く。エクリュ（生成）、ヴィリジアン（天鵞絨）など、それぞれの米の個性を活かした、高い酸味と低アルコール、微炭酸のフレッシュさが特徴。日本酒を「農産物」として捉え直した、極めて芸術性の高い銘柄。	ラベルの色ごとに、使われているお米が違うんですよ。米の個性を「色」で表現するなんて、とてもロマンチック。現代の日本酒の最先端を走る、輝くようなお酒です。	新政酒造公式サイト、SAKETIMES、
623	日本酒	純米吟醸	日本	秋田	雪の茅舎	約1,700円	800円	3	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,入門にぴったり,食中,ゆったりしたい,ロマンチック	秋田・湯沢の雪国が育てた柔らかな一杯。茅舎に積もる雪のような、静かな甘さです。			0.3	0.3	1.1	0.5	☆	秋田上位群	0.4	0.3	1.2	0.8	☆	山廃とは思えない透明感。美しい酸と香りが同居する	0.5	0	0.5	0	0.16	"日本 / 秋田県"	斎彌酒造店（1902年）	2000年代	https://www.yukinobousha.jp/	秋田県由利本荘市の名門。薬剤師の資格を持つ杜氏・高橋藤一氏が手がける。「三無い造り（濾過しない、加水しない、櫂入れしない）」という自然の力を信じた独創的な手法で知られる。雪の茅舎は、非常にピュアで雑味がなく、米由来の優しい甘みと、秋田らしいふくよかな果実味が絶妙に調和している。2010年代以降、その驚異的な透明感と安定した品質で全国的な人気を不動のものにした。	「雪の茅舎（ぼうしゃ）」とは、雪に埋もれた田舎の家々の風景のこと。厳しい秋田の冬が生んだ、静謐で澄み切った味わいは、心をホッとさせてくれますよ。	斎彌酒造店公式サイト、SAKETIMES、
624	日本酒	純米吟醸	日本	長野	"真澄 漆黒"	約1,600円	800円	2	やや辛口,ミディアムボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる	諏訪の老舗が贈る黒ラベルの実力派。信州の清水が育てた、深みのある純米吟醸です。			-0.1	0.4	0.4	0.7	☆	信州旨味型	0	0.4	0.5	0.6	-	信州の気品。落ち着いた風格と、深みのあるバランス	0.5	0	0.5	0	0.15	"日本 / 長野県"	宮坂醸造（1662年）	2020年（シリーズ刷新）	https://www.masumi.co.jp/	清酒酵母の王様「協会7号酵母」の発祥蔵として知られる信州諏訪の名門。2020年のリニューアルにより登場した「漆黒（KURO）」は、伝統の7号酵母のポテンシャルを現代的に表現した一本。落ち着いた香りと、漆器の如く奥深くツヤのある旨味が特徴。信州の山の幸に寄り添う、穏やかで深みのある純米吟醸。名門のプライドと、これからの日本酒のあり方を体現する、シックで都会的な仕上がり。	「漆黒」という名前にふさわしい、吸い込まれるような深みのある味わいです。派手さはありませんが、じっくりと対話するように飲み進めたくなる、大人のお酒ですね。	宮坂醸造公式サイト、
625	日本酒	純米吟醸	日本	静岡	"[静岡] 開運"	1,800円	700円	2	やや辛口,ライトボディ,フルーティー,フローラル,ミネラル,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる	静岡吟醸の正統派。富士山の伏流水と静岡酵母が生む、清潔で洗練された旨みが光ります。			-0.2	0.5	0.5	0.8	☆☆	静岡完成度高	0.1	0.2	0.9	0.3	☆	能登杜氏の技。縁起の良い名前通りの、華やかで力強い旨味	0	0	0.5	0	0.155	"日本 / 静岡県・掛川"	土井酒造場（1872年）	1872年（創業）	https://kaiun-sake.com/	能登杜氏の巨匠・故波瀬正吉氏の技を継ぐ、静岡屈指の名門。静岡酵母が生む「メロンのような上品な香り」と、非常にクリーンで透明感のある酒質が特徴。開運は、お祝いの席の定番として知られるだけでなく、その圧倒的な品質の高さでプロから絶大な信頼を寄せられている。特別純米はコストパフォーマンスに優れ、食事を引き立てる凛とした風格を持つ。名実ともに、静岡の日本酒を全国区へ押し上げた立役者。	掛川市の発展を願って名付けられた、とてもおめでたいお名前です。これを飲めば運が開ける。そんな前向きな気持ちにさせてくれる、明るくて綺麗な味わいですよ。	土井酒造場公式サイト、静岡県酒造組合、
626	日本酒	純米吟醸	日本	高知	"[高知] 文佳人"	1,800円	700円	2	やや辛口,ライトボディ,フルーティー,ミネラル,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,うんちく語れる	女性杜氏が醸す高知の美酒。文を書く佳人という名の通り、凛とした知的な旨みが光ります。			-0.4	0.3	0.3	0.6	☆		0.6	0.1	1.4	0.6	-	リセヌール（読書子）。知的な酸と、弾けるような果実味	0.5	-0.5	0.5	0	0.155	"日本 / 高知県・香美"	アリサワ（1877年）	2000年代	https://www.arisawa-sake.com/	高知の伝統を更新する「土佐のモダン・クラシック」。「文佳人（ぶんかじん）」は、フルーティーな香りと、お米の輪郭がはっきりとしたジューシーな味わいが特徴。徹底した「瓶貯蔵」により、搾りたてのフレッシュな質感を長期間維持している。非常に洗練された酸があり、土佐の辛口の伝統を継承しつつ、現代的なペアリングにも対応。お洒落なラベルデザインと共に、高知の人気銘柄として確固たる地位を築いている。	「文の佳い人（教養のある美しい人）」という意味のお名前。とてもチャーミングで、一口飲めば心が浮き立つようなお酒です。お洒落な夜の語らいに最高ですよ。	アリサワ公式サイト、高知県酒造組合、
627	日本酒	純米大吟醸	日本	三重	"[三重] 而今 特別純米"	6,000円	2,400円	2	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,余韻が複雑,冷やして飲む	日本,幻・入手困難,玄人向け,プレミアム,大人の夜,うんちく語れる,話題になる一杯	今この瞬間の特別純米。而今の中で最も手が届きやすく、最も純粋にその哲学を語ります。			0.5	0.4	1.5	0.7	☆		0.7	0.5	1.5	0.8	☆☆	入手困難も納得の完成度。甘・酸・旨の三位一体が見事	0.5	0	1.5	0.5	0.16	"日本 / 三重県・名張"	木屋正酒造（1818年）	2005年	https://kiyasho.com/	（※No.541の特定スペックとして再鑑定）現代日本酒の頂点の一角。「而今」のラインナップの中でも、最もブランドのフィロソフィーを体現する一本。精米歩合60%ながら、大吟醸に匹敵する華やかな香りと、とろけるような甘美な旨味、そしてそれらを完璧に纏める美しい酸が特徴。非常にジューシーでありながら、最後はスッと潔く消える。「過去にも未来にも囚われず、今この瞬間を生きる」という言葉通りの、圧倒的な輝きを放つ。	「而今（じこん）」の特別純米は、まさに私たちの憧れ。グラスの中で光り輝くような、エネルギーに満ちた味です。特別な瞬間に、ぜひ「今」を味わっていただきたいです。	木屋正酒造公式サイト、SAKETIMES、
628	日本酒	純米大吟醸	日本	京都	"[京都] 英勲"	約1,800円	900円	3	やや甘口,ミディアムボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,お酒好きなら知ってる,お酒好き向け,食中,大人の夜,旅を感じたい,うんちく語れる	伏見の名水が育てる英勲。優雅な甘みと芳醇な香りが、古都の宵を演出してくれます。			0.1	0.3	0.6	0.5			0.2	0	0.8	0.2	-	伏見の名門。徹底した米の磨きが生む、上品でクリアな質感	0.5	-0.5	0.5	0	0.155	"日本 / 京都府・伏見"	齊藤酒造（1895年）	1980年代	https://www.eikun.com/	伏見の老舗蔵。「卓越した勲章」を意味する名前の通り、全国新酒鑑評会で14年連続金賞という前人未到の記録を打ち立てた実力派。英勲の純米大吟醸は、伏見の銘水「祝」を最大限に活かした、シルクのような滑らかさと、高貴な香りが特徴。非常に洗練された透明感のある酒質は、京都の繊細な文化を象徴している。伝統を重んじつつ、低アルコールや新しい酒米への挑戦など、常に進化を続ける伏見のリーダー。	「えいくん」と読みます。まさに日本酒界のメダリスト。非常に上品で、飲む人を優雅な気分にさせてくれるお酒です。京都の気品を、そのままグラスで愉しんでください。	齊藤酒造公式サイト、京都府酒造組合、
629	日本酒	純米大吟醸	日本	京都	"月桂冠 鳳麟"	約2,500円	1,100円	1	やや甘口,ミディアムボディ,フルーティー,フローラル,なめらか,余韻が長い,冷やして飲む	日本,誰でも知ってる定番,お酒好き向け,大人の夜,プレミアム,歴史ある銘酒,うんちく語れる	月桂冠の最高峰が鳳麟。伏見の水と百年の技が結晶した、京都の誇りをどうぞ。			0.2	0.3	0.8	0.5			0.5	0.5	0.8	0.5	☆☆	大手の技術の結晶。濃厚でまろやかな完成された大吟醸	0.5	0	0	0	0.155	"日本 / 京都府"	月桂冠（1637年）	1980年代	https://www.gekkeikan.co.jp/	京都・伏見の大手メーカー「月桂冠」が、最高級の造りを追求して世に問うたブランド。山田錦と五百万石を贅沢に磨き上げ、伝統の技術を注ぎ込んで醸す。純米大吟醸ならではの華やかなアロマと、伏見の女酒らしい非常に滑らかで、とろりとした質感が特徴。大手ならではの安定した供給体制と、蔵人の誇りが結実した高品質を両立。国内外のコンペティションで金賞を重ね、日本酒の品格を世界に伝えている。	鳳凰と麒麟を合わせた「鳳麟」。伝説の聖獣が舞い降りるような、お祝いの席にぴったりな豪華な名前です。伏見のお水の優しさが、そのまま形になったようなお酒ですよ。	月桂冠公式サイト、
630	日本酒	純米大吟醸	日本	富山	"[富山] 満寿泉"	約2,000円	1,000円	3	やや甘口,フルボディ,フルーティー,フローラル,なめらか,余韻が長い,余韻が複雑,冷やして飲む	日本,お酒好きなら知ってる,玄人向け,大人の夜,プレミアム,うんちく語れる,物語のある一杯	富山・桝田酒造の満寿泉は熟成の名手。時間が磨いた深みは、ワイン好きをも唸らせます。			0.3	0.4	1.1	0.6	☆		0.3	0.6	1.1	0.9	-	食の都・富山を代表する品格。重厚さと洗練が同居する	0.5	0.5	1	1	0.155	"日本 / 富山県・岩瀬"	桝田酒造店（1893年）	1893年（創業）	https://www.masuizumi.co.jp/	富山の港町、岩瀬に位置し「美味しいものを知る人の酒」を掲げる。能登杜氏の伝統を継承し、重厚さと華やかさを高次元で両立。満寿泉（ますいずみ）の純米大吟醸は、熟した果実のような芳醇な香りと、富山の海の幸を受け止める豊かなコクが特徴。近年はドン・ペリニヨンとのコラボレーションや、貴腐ワインのような極甘口の開発など、世界一クリエイティブな日本酒造りを展開。美食家たちの知的好奇心を刺激し続けている。	「幸せが満ちる泉」という、とても素敵な名前ですよね。蔵元さんは大の美食家。だから、お料理と一緒に飲んだ時の幸福感が、他とは一線を画すんです。	桝田酒造店公式サイト、富山県酒造組合、
631	日本酒	純米大吟醸	日本	山口	"獺祭 45"	約1,800円	900円	1	やや甘口,ライトボディ,フルーティー,フローラル,柑橘系,なめらか,余韻が長い,冷やして飲む	日本,誰でも知ってる定番,入門にぴったり,乾杯・スタート,ロマンチック,話題になる一杯,コスパ抜群	旭酒造が磨き抜いた純米大吟醸の入口。山田錦の上品な甘みが、日本酒を再発見させます。	○		0.6	0.3	1.6	0.5	☆☆		0.6	0.2	1.1	-0.4	☆☆	純米大吟醸のスタンダード。誰もが納得する華やかさ	0.5	0	1.5	0.5	0.16	"日本 / 山口県"	旭酒造（1948年）	2019年（50から変更）	https://www.asahishuzo.ne.jp/	"世界で最も有名な純米大吟醸のスタンダードモデル。かつての「獺祭 50」をさらに磨き上げ、45%に改定した。山田錦のみを使用。メロンやライチを思わせる華やかな香りと、綺麗で軽やかな甘みが最大の特徴。徹底したデータ管理とクラフトマンシップの融合により、常に高い品質を維持。日本酒の入り口として、またギフトとしても世界中で圧倒的な支持を得ている、現代日本酒のベンチマーク。"	「美味しくなければ意味がない」という旭酒造さんの信念。この「45」を飲めば、日本酒の世界がどれほど楽しいか、きっと分かっていただけます。最高のエントリー酒です。	旭酒造公式サイト、
632	日本酒	純米大吟醸	日本	山口	"獺祭 二割三分"	約5,500円	2,200円	1	やや甘口,ライトボディ,フルーティー,フローラル,柑橘系,なめらか,余韻が長い,余韻が複雑,冷やして飲む	日本,誰でも知ってる定番,玄人向け,プレミアム,大人の夜,ロマンチック,話題になる一杯,うんちく語れる	77%を削り取る狂気の精米。その究極の透明感は、日本酒の概念を静かに壊します。		★	0.7	0.4	1.8	0.6	☆		0.5	0	1.6	-0.8	-	磨き抜かれたクリアな質感。高貴な香りと長い余韻	0.5	0	2	0.5	0.16	"日本 / 山口県"	旭酒造（1948年）	1992年	https://www.asahishuzo.ne.jp/	日本酒の精米歩合の競争を加速させた、歴史的モデル。「23%（二割三分）」という極限の磨きは、発売当時世界最高峰を誇った。磨き抜かれた山田錦が生む、雑味を一切排したクリスタルのような透明感と、華やかな蜜の如き香りが特徴。口の中で転がる繊細な旨味と、スッと消える余韻は、まさに「磨き」の魔術。安倍元首相がオバマ大統領へ贈ったことでも有名。日本酒のラグジュアリー化を実現した功労者。	23%まで磨くのに、なんと7日間、168時間もかかるそうです。その時間の重みが、この一滴の輝きに変わっているのですね。まさに努力の結晶です。	旭酒造公式サイト、Wikipedia、
633	日本酒	純米大吟醸	日本	山形	"[山形] 十四代 本丸"	希少・要確認	ASK	2	やや甘口,ライトボディ,フルーティー,フローラル,なめらか,余韻が長い,余韻が複雑,冷やして飲む	日本,幻・入手困難,玄人向け,プレミアム,大人の夜,物語のある一杯,うんちく語れる,話題になる一杯	入手困難の十四代シリーズの中で最も身近な一本。それでも出会えた夜は、特別な夜です。			0.7	0.4	1.8	0.7	☆		1	0.6	1.8	1.2	☆☆	伝説の添名。本醸造の概念を覆す、フルーティーな衝撃	0.5	0	2	0.5	0.15	"日本 / 山形県・山形市"	高木酒造（1615年）	1990年代	https://十四代.com/（非公式）	日本酒の価値観を劇的に変えた「十四代」の象徴的銘柄。特別本醸造（※リストでは純米大吟醸に分類されているが、正確には本醸造規格）。「秘伝玉返し」と呼ばれる独自のアルコール添加技術により、醸造アルコールの概念を覆すフルーティーで芳醇な香りと、とろけるような甘みを追求。圧倒的な果実味と上品な余韻は、世界中の愛好家から「日本酒の頂点」として崇められ、極めて入手困難な伝説の雫となっている。	「玉返し」とは、自社の米から造った焼酎を加えること。それが十四代ならではの、あの魔法のような甘みと透明感を生むのですね。まさに、日本酒界の王様の本丸です。	山形県酒造組合、Wikipedia、
